ticker,company,sector,industry,source_bucket,thesis_tag,style_tag,short_reason,possible_disqualifier,mkt_cap_tier,geography,already_analyzed,priority,triage_rec,confidence,as_of_date
NVDA,NVIDIA Corp.,Technology,Semiconductors / AI Computing,tracked|semis_and_infra|sector_leader|52wk_high,dominant_ecosystem,compounder,AI compute monopoly; CUDA ecosystem lock-in,Customer custom silicon threat; export controls,mega,US,True,high,yes,high,2026-04-16
PEP,PepsiCo Inc.,Consumer,Beverages / Snacks,consumer_quality|post_earnings,dominant_ecosystem,compounder,Beverage + snack duopoly; post-earnings catalyst,Frito-Lay volume softness; health trends,mega,US,False,high,yes,high,2026-04-16
PNC,PNC Financial Services Group Inc.,Financials,Regional Banking,post_earnings,quality_compounder,value,Regional bank leader; strong post-earnings quarter,Rate sensitivity; CRE exposure,large,US,False,high,yes,medium,2026-04-16
TSM,Taiwan Semiconductor Manufacturing Co.,Technology,Semiconductor Foundry,tracked|semis_and_infra|post_earnings|52wk_high,monopoly_power,compounder,Advanced node foundry monopoly; irreplaceable globally,Geopolitical Taiwan risk; capex intensity,mega,Asia,True,high,yes,high,2026-04-16
V,Visa Inc.,Financials,Payment Networks,tracked|seed|52wk_low|fcf_roic,monopoly_power,compounder,Payment network duopoly; digital secular growth,Regulatory interchange risk; real-time payments,mega,US,True,high,yes,high,2026-04-16
AAPL,Apple Inc.,Technology,Consumer Electronics / Software,tracked,dominant_ecosystem,compounder,Ecosystem lock-in; services mix growing margins,Hardware maturation; China regulatory risk,mega,US,True,high,maybe,high,2026-04-16
ABBV,AbbVie Inc.,Healthcare,Pharmaceuticals,tracked|healthcare_quality|fcf_roic,high_fcf_yield,value,Massive FCF; Humira cliff managed via pipeline,Patent cliff succession risk; pipeline execution,mega,US,True,high,maybe,high,2026-04-16
ADBE,Adobe Inc.,Technology,Application Software,tracked,dominant_ecosystem,compounder,Creative/document monopoly; GenAI tailwind,GenAI disruption to creative tools,mega,US,True,high,maybe,high,2026-04-16
ADI,Analog Devices Inc.,Technology,Semiconductors,tracked|semis_and_infra,quality_compounder,compounder,Analog chip leader; secular industrial/auto content,Cyclical inventory correction risk,large,US,True,high,maybe,high,2026-04-16
ADYEN.AS,Adyen N.V.,Technology,Payment Processing,tracked|large_cap_europe_quality,secular_growth,compounder,Unified payments platform; enterprise share gains,Valuation premium; competition from Stripe,large,Europe,True,high,maybe,high,2026-04-16
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokerage,tracked|financial_quality,quality_compounder,compounder,Insurance brokerage rollup; recurring revenue base,Acquisition integration risk; insurance cycle,large,US,True,high,maybe,high,2026-04-16
AMAT,Applied Materials Inc.,Technology,Semiconductor Equipment,tracked|semis_and_infra|fcf_roic,sector_leader,compounder,Leading WFE position; secular chip demand growth,Cyclical WFE spending; China export controls,mega,US,True,high,maybe,high,2026-04-16
AMD,Advanced Micro Devices Inc.,Technology,Semiconductors,tracked,secular_growth,compounder,CPU/GPU share gains; AI accelerator ramp,NVDA dominance in AI; cyclical demand,mega,US,True,high,maybe,high,2026-04-16
AMZN,Amazon.com Inc.,Consumer,E-Commerce / Cloud,tracked|sector_leader,dominant_ecosystem,compounder,AWS + e-commerce flywheel; margin expansion,Antitrust risk; capex intensity in AI,mega,US,True,high,maybe,high,2026-04-16
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment,tracked|large_cap_europe_quality|sector_leader|fcf_roic,monopoly_power,compounder,EUV lithography monopoly; irreplaceable in chipmaking,China revenue risk; cyclical WFE orders,mega,Europe,True,high,maybe,high,2026-04-16
AVGO,Broadcom Inc.,Technology,Semiconductors / Infrastructure Software,tracked|semis_and_infra,dominant_ecosystem,compounder,Custom AI chips + VMware; diversified semiconductor,VMware integration execution; high leverage,mega,US,True,high,maybe,high,2026-04-16
BA.L,BAE Systems plc,Industrials,Aerospace & Defense,tracked,secular_growth,compounder,Defense spending tailwind; strong order backlog,Government budget dependency; UK exposure,large,Europe,True,high,maybe,medium,2026-04-16
BKNG,Booking Holdings Inc.,Consumer,Online Travel,tracked,dominant_ecosystem,compounder,Dominant OTA platform; connected trip strategy,Google travel competition; economic sensitivity,mega,US,True,high,maybe,high,2026-04-16
BSX,Boston Scientific Corp.,Healthcare,Medical Devices,tracked|healthcare_quality,secular_growth,compounder,Cardiology device innovation; procedure volume growth,Product liability; competitive medtech landscape,mega,US,True,high,maybe,high,2026-04-16
CB,Chubb Ltd.,Financials,Property & Casualty Insurance,tracked|financial_quality,quality_compounder,compounder,Best-in-class P&C underwriting discipline,Catastrophe loss exposure; insurance cycle,large,US,True,high,maybe,high,2026-04-16
CDNS,Cadence Design Systems Inc.,Technology,EDA Software,tracked,dominant_ecosystem,compounder,EDA duopoly; chip complexity drives demand,Customer concentration in top-5 chipmakers,large,US,True,high,maybe,high,2026-04-16
COST,Costco Wholesale Corp.,Consumer,Warehouse Clubs,tracked|large_cap_us_quality|consumer_quality,dominant_ecosystem,compounder,Membership flywheel; best unit economics in retail,Extreme valuation; membership fee dependency,mega,US,True,high,maybe,high,2026-04-16
CRM,Salesforce Inc.,Technology,Enterprise Software / CRM,tracked|fcf_roic,dominant_ecosystem,compounder,CRM platform dominance; margin expansion phase,AI disruption to SaaS; acquisition overspend,mega,US,True,high,maybe,high,2026-04-16
CSU.TO,Constellation Software Inc.,Technology,Vertical Market Software,tracked|seed,quality_compounder,compounder,VMS serial acquirer; 100+ acquisitions annually,Acquisition runway shrinking at scale,large,Other,True,high,maybe,high,2026-04-16
CTAS,Cintas Corp.,Industrials,Uniform & Facility Services,tracked|large_cap_us_quality,quality_compounder,compounder,Uniform rental duopoly; recurring revenue machine,Valuation premium; limited international,large,US,True,high,maybe,high,2026-04-16
DHR,Danaher Corp.,Industrials,Life Sciences Tools,tracked|seed,quality_compounder,compounder,DBS-driven life sciences platform; recurring revenue,Biotech funding cycle sensitivity,mega,US,True,high,maybe,high,2026-04-16
DSV.CO,DSV A/S,Industrials,Freight & Logistics,tracked|large_cap_europe_quality,quality_compounder,compounder,Freight forwarding consolidator; margin excellence,Cyclical freight volumes; integration risk,large,Europe,True,high,maybe,medium,2026-04-16
EW,Edwards Lifesciences Corp.,Healthcare,Medical Devices,tracked|large_cap_us_quality|healthcare_quality,secular_growth,compounder,TAVR market leadership; structural heart pioneer,Competitive TAVR devices; reimbursement risk,large,US,True,high,maybe,high,2026-04-16
GILD,Gilead Sciences Inc.,Healthcare,Biotechnology / Pharmaceuticals,tracked|fcf_roic,high_fcf_yield,value,HIV franchise durability; massive FCF generation,Oncology pipeline execution; patent exposure,large,US,True,high,maybe,high,2026-04-16
GOOG,Alphabet Inc.,Technology,Internet / Search / Cloud,tracked|seed|sector_leader,dominant_ecosystem,compounder,Search monopoly + Cloud growth + AI leadership,Antitrust remedies; AI disruption to search,mega,US,True,high,maybe,high,2026-04-16
HLMA.L,Halma plc,Industrials,Safety / Environmental Technology,tracked|large_cap_europe_quality,quality_compounder,compounder,Safety/enviro niche acquirer; recurring revenue base,Valuation premium; acquisition pipeline risk,large,Europe,True,high,maybe,medium,2026-04-16
INTU,Intuit Inc.,Technology,Financial Software,tracked,dominant_ecosystem,compounder,TurboTax + QuickBooks ecosystem; SMB lock-in,IRS free-file competition; AI tax disruption,mega,US,True,high,maybe,high,2026-04-16
IQV,IQVIA Holdings Inc.,Healthcare,CRO / Healthcare Analytics,tracked|large_cap_us_quality,quality_compounder,compounder,CRO leader with data/tech differentiation,Biotech funding cycle; leverage concerns,large,US,True,high,maybe,medium,2026-04-16
KLAC,KLA Corp.,Technology,Semiconductor Equipment,tracked|semis_and_infra,quality_compounder,compounder,Process control leader; AI chip complexity driver,Cyclical WFE spending; China revenue risk,large,US,True,high,maybe,high,2026-04-16
LSEG.L,London Stock Exchange Group plc,Financials,Financial Exchanges / Data,tracked,quality_compounder,compounder,Refinitiv data platform; Microsoft partnership,Integration execution; Bloomberg competition,large,Europe,True,high,maybe,medium,2026-04-16
LULU,Lululemon Athletica Inc.,Consumer,Athletic Apparel,tracked,quality_compounder,compounder,Premium athletic brand; community-driven loyalty,Fashion risk; international execution,large,US,True,high,maybe,medium,2026-04-16
MA,Mastercard Inc.,Financials,Payment Networks,tracked|seed|fcf_roic,monopoly_power,compounder,Payment network duopoly; digital payment secular growth,Regulatory interchange risk; fintech disruption,mega,US,True,high,maybe,high,2026-04-16
META,Meta Platforms Inc.,Technology,Social Media / Digital Ads,tracked|seed|sector_leader,dominant_ecosystem,compounder,Social media monopoly; AI-driven engagement growth,Regulatory/antitrust risk; metaverse capex,mega,US,True,high,maybe,high,2026-04-16
MKL,Markel Group Inc.,Financials,Specialty Insurance / Conglomerate,tracked|financial_quality,quality_compounder,value,Mini-Berkshire model; specialty insurance + ventures,Smaller scale vs BRK; cat loss exposure,large,US,True,high,maybe,medium,2026-04-16
MRSH,Marsh & McLennan Cos. Inc.,Financials,Insurance Brokerage / Consulting,tracked,quality_compounder,compounder,Insurance brokerage leader; consulting cross-sell,Valuation premium; organic growth deceleration,large,US,True,high,maybe,high,2026-04-16
MTD,Mettler-Toledo International Inc.,Industrials,Precision Instruments,tracked|seed|healthcare_quality,quality_compounder,compounder,Precision instruments niche; Spinnaker pricing model,China exposure; pharma capex cyclicality,large,US,True,high,maybe,high,2026-04-16
NOW,ServiceNow Inc.,Technology,Enterprise Software / IT Management,tracked,dominant_ecosystem,compounder,Enterprise workflow platform; AI agent tailwind,Valuation premium; enterprise spending cycle,mega,US,True,high,maybe,high,2026-04-16
NVS,Novartis AG,Healthcare,Pharmaceuticals,tracked|fcf_roic,high_fcf_yield,value,Diversified pharma; strong FCF with pipeline depth,Patent cliffs; slower growth vs peers,mega,Europe,True,high,maybe,high,2026-04-16
ODFL,Old Dominion Freight Line Inc.,Industrials,LTL Trucking,tracked|seed|industrial_compounders,quality_compounder,compounder,Best-in-class LTL network; superior OR ratio,Freight volume cyclicality; capacity limits,large,US,True,high,maybe,high,2026-04-16
OR.PA,L'Oreal S.A.,Consumer,Beauty / Personal Care,tracked|large_cap_europe_quality,dominant_ecosystem,compounder,Global beauty leader; R&D advantage across tiers,China slowdown; premium valuation,mega,Europe,True,high,maybe,high,2026-04-16
ORCL,Oracle Corp.,Technology,Enterprise Software / Cloud,tracked,secular_growth,compounder,Cloud migration wave; OCI AI infrastructure growth,Legacy on-prem drag; AWS/Azure competition,mega,US,True,high,maybe,medium,2026-04-16
QCOM,Qualcomm Inc.,Technology,Semiconductors / Wireless,tracked|semis_and_infra,quality_compounder,cyclical,Mobile chip leadership; auto/IoT diversification,ARM license dependency; Apple modem risk,mega,US,True,high,maybe,medium,2026-04-16
RELX,RELX plc,Technology,Information Analytics / Publishing,tracked,quality_compounder,compounder,Scientific/legal data monopoly; recurring revenue,Open-access disruption; modest growth rate,large,Europe,True,high,maybe,high,2026-04-16
ROP,Roper Technologies Inc.,Industrials,Diversified Industrial Software,tracked|seed,quality_compounder,compounder,Niche software acquirer; high ROIC on deployed capital,Acquisition pipeline execution; valuation,large,US,True,high,maybe,high,2026-04-16
SAP.DE,SAP SE,Technology,Enterprise Software / ERP,tracked|large_cap_europe_quality|sector_leader,dominant_ecosystem,compounder,ERP monopoly; S/4HANA cloud migration runway,Migration execution; competition in cloud ERP,mega,Europe,True,high,maybe,high,2026-04-16
SHW,Sherwin-Williams Co.,Consumer,Specialty Coatings,tracked|seed|consumer_quality,dominant_ecosystem,compounder,Paint distribution moat; pro channel lock-in,Housing cycle sensitivity; input cost pressure,large,US,True,high,maybe,high,2026-04-16
SNOW,Snowflake Inc.,Technology,Cloud Data Platform,tracked,secular_growth,compounder,Cloud data platform; consumption model expansion,Path to profitability; Databricks competition,large,US,True,high,maybe,medium,2026-04-16
SNPS,Synopsys Inc.,Technology,EDA Software,tracked,dominant_ecosystem,compounder,EDA duopoly with CDNS; chip complexity tailwind,Customer concentration; Ansys integration risk,large,US,True,high,maybe,high,2026-04-16
SYK,Stryker Corp.,Healthcare,Medical Devices,tracked,secular_growth,compounder,Orthopedic/surgical leader; procedure volume growth,Hospital budget pressure; reimbursement risk,mega,US,True,high,maybe,high,2026-04-16
TJX,TJX Companies Inc.,Consumer,Off-Price Retail,tracked,quality_compounder,compounder,Off-price retail model; treasure hunt economics,Fashion discretionary risk; e-commerce threat,mega,US,True,high,maybe,high,2026-04-16
TMO,Thermo Fisher Scientific Inc.,Healthcare,Life Sciences Tools,tracked,quality_compounder,compounder,Life sciences platform; recurring consumables base,Biotech funding sensitivity; acquisition pace,mega,US,True,high,maybe,high,2026-04-16
TXN,Texas Instruments Inc.,Technology,Analog Semiconductors,tracked|semis_and_infra,quality_compounder,compounder,Analog chip breadth; 300mm cost advantage building,Heavy capex cycle; near-term margin compression,mega,US,True,high,maybe,high,2026-04-16
ULTA,Ulta Beauty Inc.,Consumer,Specialty Beauty Retail,tracked,quality_compounder,compounder,Specialty beauty retail leader; loyalty program moat,Consumer discretionary risk; Amazon/Sephora competition,large,US,True,high,maybe,medium,2026-04-16
UNH,UnitedHealth Group Inc.,Healthcare,Managed Care / Health Insurance,tracked|healthcare_quality,dominant_ecosystem,compounder,Healthcare data + insurance scale; Optum growth engine,Regulatory/political risk; DOJ scrutiny,mega,US,True,high,maybe,high,2026-04-16
VEEV,Veeva Systems Inc.,Technology,Life Sciences Software,tracked|healthcare_quality,dominant_ecosystem,compounder,Life sciences cloud monopoly; high switching costs,TAM ceiling in pharma vertical,large,US,True,high,maybe,high,2026-04-16
WCN,Waste Connections Inc.,Industrials,Waste Management,tracked|industrial_compounders,quality_compounder,compounder,Waste collection rollup; recurring revenue + pricing,Valuation premium vs peers; acquisition pace,large,US,True,high,maybe,high,2026-04-16
WKL.AS,Wolters Kluwer N.V.,Technology,Information Services / Professional Publishing,tracked|large_cap_europe_quality,quality_compounder,compounder,Professional info services; regulatory workflow lock-in,Modest growth; AI disruption to publishing,large,Europe,True,high,maybe,high,2026-04-16
WST,West Pharmaceutical Services Inc.,Healthcare,Drug Delivery Components,tracked|seed|healthcare_quality,quality_compounder,compounder,Drug delivery components leader; biologics tailwind,Customer concentration; pharma capex cycle,large,US,True,high,maybe,high,2026-04-16
AFRM,Affirm Holdings Inc.,Financials,Consumer Finance / BNPL,tracked,secular_growth,speculative,BNPL network effects; merchant adoption growing,Credit risk in downturn; path to durable profit,large,US,True,high,no,low,2026-04-16
ALAB,Astera Labs Inc.,Technology,Semiconductors,tracked,secular_growth,speculative,AI connectivity chips; high-growth data center play,Narrow product line; customer concentration,large,US,True,high,no,low,2026-04-16
ALMU,Alumis Inc.,Healthcare,Biotechnology,tracked,secular_growth,speculative,Clinical-stage biotech; TYK2 inhibitor pipeline,Pre-revenue; binary clinical trial risk,mid,US,True,high,no,low,2026-04-16
EUNL,iShares Core MSCI World ETF,Financials,ETF / Index Fund,tracked,quality_compounder,income,MSCI World ETF; passive global equity exposure,Not a business; index-level return only,large,Europe,True,high,no,low,2026-04-16
HIMS,Hims & Hers Health Inc.,Healthcare,Telehealth / DTC Health,tracked,secular_growth,speculative,DTC telehealth growth; subscription model scaling,Regulatory risk; compounding pharmacy changes,mid,US,True,high,no,low,2026-04-16
RDDT,Reddit Inc.,Communication Services,Social Media / Community,tracked,secular_growth,speculative,Unique community data asset; AI training value,Monetization unproven at scale; user growth,large,US,True,high,no,low,2026-04-16
RKLB,Rocket Lab USA Inc.,Industrials,Aerospace / Launch Services,tracked,secular_growth,speculative,Small launch + satellite bus; vertical integration,Pre-profit; SpaceX dominance; execution risk,mid,US,True,high,no,low,2026-04-16
SNDK,SanDisk Corp.,Technology,Data Storage / Memory,52wk_high,mean_reversion,cyclical,Memory storage; near 52wk high on cycle upturn,Commodity memory pricing; cyclical boom/bust,large,US,False,high,no,low,2026-04-16
TSLA,Tesla Inc.,Consumer,Electric Vehicles / Energy,tracked,secular_growth,speculative,EV + energy + robotaxi; massive optionality,Extreme valuation; competition intensifying,mega,US,True,high,no,low,2026-04-16
WDC,Western Digital Corp.,Technology,Data Storage / Memory,52wk_high,mean_reversion,cyclical,Data storage recovery; NAND cycle upturn,Commodity memory; cyclical with weak moat,large,US,False,high,no,low,2026-04-16
ABBN.SW,ABB Ltd.,Industrials,Electrification / Automation,large_cap_europe_quality,quality_compounder,compounder,Electrification/automation leader; energy transition tailwind,Cyclical order book; European industrial cycle,large,Europe,False,medium,no,medium,2026-04-16
ACLS,Axcelis Technologies Inc.,Technology,Semiconductor Equipment,semis_and_infra,secular_growth,cyclical,Ion implant equipment; SiC wafer fab enabler,Mid-cap; narrow product focus; cyclical orders,mid,US,False,medium,no,low,2026-04-16
ADP,Automatic Data Processing Inc.,Technology,HR / Payroll Services,large_cap_us_quality,quality_compounder,compounder,Payroll/HR platform; float income + switching costs,Mature growth; competition from newer HCM platforms,mega,US,False,medium,no,high,2026-04-16
AFL,Aflac Inc.,Financials,Supplemental Insurance,financial_quality,quality_compounder,value,Supplemental insurance niche; Japan distribution moat,Japan demographics; modest growth outlook,large,US,False,medium,no,medium,2026-04-16
AME,AMETEK Inc.,Industrials,Electronic Instruments / Electromechanical,industrial_compounders,quality_compounder,compounder,Niche industrial instruments; disciplined M&A compounder,Industrial cycle exposure; acquisition pipeline,large,US,False,medium,no,medium,2026-04-16
ARM,Arm Holdings plc,Technology,Semiconductor IP / Licensing,tracked|semis_and_infra,monopoly_power,compounder,Architecture monopoly in mobile; AI/edge expansion,Extreme valuation; RISC-V competitive threat,mega,US,True,medium,no,medium,2026-04-16
BR,Broadridge Financial Solutions Inc.,Technology,Financial Technology / Investor Communications,large_cap_us_quality,quality_compounder,compounder,Investor comms infrastructure; regulatory-driven demand,Modest organic growth; fintech disruption,large,US,False,medium,no,medium,2026-04-16
BX,Blackstone Inc.,Financials,Alternative Asset Management,financial_quality,sector_leader,compounder,Alternative asset management leader; AUM growth engine,Cyclical fundraising; mark-to-market volatility,mega,US,False,medium,no,high,2026-04-16
CBOE,Cboe Global Markets Inc.,Financials,Financial Exchanges,tracked|large_cap_us_quality|financial_quality,monopoly_power,compounder,VIX monopoly; options volume secular growth,Regulatory risk; exchange competition,large,US,True,medium,no,high,2026-04-16
CFR.SW,Compagnie Financiere Richemont SA,Consumer,Luxury Goods / Jewelry,large_cap_europe_quality,quality_compounder,compounder,Cartier luxury brand power; jewelry secular growth,China demand cyclicality; fashion risk,large,Europe,False,medium,no,medium,2026-04-16
CHD,Church & Dwight Co. Inc.,Consumer,Household Products,large_cap_us_quality|consumer_quality,quality_compounder,compounder,Brand portfolio in staples; consistent margin management,Modest organic growth; private label competition,large,US,False,medium,no,medium,2026-04-16
CME,CME Group Inc.,Financials,Financial Exchanges,tracked|large_cap_us_quality|financial_quality,monopoly_power,compounder,Derivatives exchange monopoly; zero marginal cost,Regulatory changes; volume volatility,large,US,True,medium,no,high,2026-04-16
CPRT,Copart Inc.,Industrials,Vehicle Auctions,tracked|large_cap_us_quality,monopoly_power,compounder,Salvage vehicle auction duopoly; network effects,Auto total-loss frequency normalization,large,US,True,medium,no,high,2026-04-16
CRH,CRH plc,Materials,Building Materials,large_cap_europe_quality,sector_leader,cyclical,Building materials leader; US infrastructure spending,Deep cyclical construction; commodity input costs,large,Europe,False,medium,no,medium,2026-04-16
CSGP,CoStar Group Inc.,Technology,Real Estate Data / Analytics,large_cap_us_quality,dominant_ecosystem,compounder,CRE data monopoly; Homes.com residential push,Residential investment payback uncertain,large,US,False,medium,no,medium,2026-04-16
CSX,CSX Corp.,Industrials,Railroads,industrial_compounders,monopoly_power,compounder,Eastern US rail duopoly; precision railroading,Volume cyclicality; regulatory service mandates,large,US,False,medium,no,high,2026-04-16
DOCS,Doximity Inc.,Healthcare,Healthcare Technology,healthcare_quality,secular_growth,compounder,Physician network platform; pharma marketing moat,Mid-cap; TAM ceiling; pharma spending cycle,mid,US,False,medium,no,medium,2026-04-16
DSY.PA,Dassault Systemes SE,Technology,Industrial Software / PLM,large_cap_europe_quality,dominant_ecosystem,compounder,3D design/simulation platform; industrial digital twin,Long sales cycles; AI disruption potential,large,Europe,False,medium,no,medium,2026-04-16
DXCM,DexCom Inc.,Healthcare,Continuous Glucose Monitoring,consumer_quality,secular_growth,compounder,CGM market leader; diabetes tech secular growth,Competition from Abbott Libre; GLP-1 headwind,large,US,False,medium,no,medium,2026-04-16
EL.PA,EssilorLuxottica S.A.,Consumer,Eyewear / Optical,tracked|large_cap_europe_quality,monopoly_power,compounder,Eyewear/lens monopoly; pricing power in optical,Antitrust scrutiny; optician channel disruption,large,Europe,True,medium,no,high,2026-04-16
EMR,Emerson Electric Co.,Industrials,Industrial Automation,industrial_compounders,quality_compounder,compounder,Industrial automation pivot; post-divestiture focus,AspenTech integration execution; cycle risk,large,US,False,medium,no,medium,2026-04-16
EXPD,Expeditors International of Washington Inc.,Industrials,Freight Forwarding,industrial_compounders,quality_compounder,cyclical,Asset-light freight forwarder; cash-rich balance sheet,Freight volume cyclicality; market share pressure,large,US,False,medium,no,medium,2026-04-16
FAST,Fastenal Co.,Industrials,Industrial Distribution,seed,quality_compounder,compounder,Industrial distribution leader; Onsite vending moat,Industrial cycle sensitivity; modest growth,large,US,False,medium,no,high,2026-04-16
FDS,FactSet Research Systems Inc.,Financials,Financial Data / Analytics,large_cap_us_quality|financial_quality,quality_compounder,compounder,Financial data/analytics platform; high retention,Bloomberg competition; buy-side consolidation,large,US,False,medium,no,medium,2026-04-16
FICO,Fair Isaac Corp.,Technology,Analytics / Credit Scoring,tracked|seed,monopoly_power,compounder,Credit scoring monopoly; embedded in lending,Regulatory risk; alternative scoring models,large,US,True,medium,no,high,2026-04-16
GS,Goldman Sachs Group Inc.,Financials,Investment Banking / Trading,financial_quality,sector_leader,cyclical,Investment banking franchise; capital markets leader,Trading volatility; regulatory capital drag,mega,US,False,medium,no,medium,2026-04-16
GWW,W.W. Grainger Inc.,Industrials,Industrial Distribution,industrial_compounders,quality_compounder,compounder,Industrial MRO distribution leader; digital advantage,Industrial cycle sensitivity; Amazon threat,large,US,False,medium,no,medium,2026-04-16
HSY,Hershey Co.,Consumer,Confectionery / Snacks,large_cap_us_quality|consumer_quality,quality_compounder,value,Confectionery brand moat; steady cash generation,Cocoa cost inflation; health-conscious consumer shift,large,US,False,medium,no,medium,2026-04-16
ICE,Intercontinental Exchange Inc.,Financials,Financial Exchanges / Data,tracked|large_cap_us_quality|financial_quality,monopoly_power,compounder,NYSE + data/analytics; fixed income data growth,Mortgage tech integration execution,large,US,True,medium,no,high,2026-04-16
ICG.L,Intermediate Capital Group plc,Financials,Alternative Asset Management,large_cap_europe_quality,secular_growth,compounder,European alt asset manager; private credit growth,Cyclical fundraising; mark-to-market volatility,large,Europe,False,medium,no,medium,2026-04-16
IDXX,IDEXX Laboratories Inc.,Healthcare,Veterinary Diagnostics,tracked|seed|healthcare_quality,monopoly_power,compounder,Vet diagnostics dominance; recurring consumables,Valuation premium; pet spending cyclicality,large,US,True,medium,no,high,2026-04-16
ISRG,Intuitive Surgical Inc.,Healthcare,Surgical Robotics,tracked|large_cap_us_quality|healthcare_quality,monopoly_power,compounder,Surgical robotics monopoly; installed base flywheel,Competition from Medtronic/J&J robots,mega,US,True,medium,no,high,2026-04-16
ITW,Illinois Tool Works Inc.,Industrials,Diversified Industrial,industrial_compounders,quality_compounder,compounder,80/20 simplification model; diversified industrial margins,Modest organic growth; industrial cycle exposure,large,US,False,medium,no,high,2026-04-16
JPM,JPMorgan Chase & Co.,Financials,Diversified Banking,tracked|financial_quality,sector_leader,compounder,Dominant universal bank; scale advantage widening,Credit cycle risk; regulatory capital drag,mega,US,True,medium,no,high,2026-04-16
KER.PA,Kering SA,Consumer,Luxury Goods,large_cap_europe_quality,turnaround,recovery,Luxury brands under transformation; Gucci reset,Gucci brand erosion; execution uncertainty,large,Europe,False,medium,no,low,2026-04-16
KKR,KKR & Co. Inc.,Financials,Alternative Asset Management,financial_quality,secular_growth,compounder,Alt asset diversification; insurance platform growth,Cyclical performance fees; regulatory risk,large,US,False,medium,no,medium,2026-04-16
KO,Coca-Cola Co.,Consumer,Beverages,consumer_quality,dominant_ecosystem,compounder,Global beverage distribution; pricing power proven,Health-conscious consumer shift; FX headwinds,mega,US,False,medium,no,high,2026-04-16
LLY,Eli Lilly & Co.,Healthcare,Pharmaceuticals,tracked|healthcare_quality|sector_leader,sector_leader,compounder,GLP-1 franchise dominance; obesity market creator,Extreme valuation; GLP-1 competition emerging,mega,US,True,medium,no,high,2026-04-16
LONN.SW,Lonza Group AG,Healthcare,CDMO / Life Sciences,large_cap_europe_quality,secular_growth,compounder,CDMO leader; biologics manufacturing outsourcing,Capacity expansion execution; customer concentration,large,Europe,False,medium,no,medium,2026-04-16
LRCX,Lam Research Corp.,Technology,Semiconductor Equipment,semis_and_infra,quality_compounder,compounder,Etch/deposition leader; advanced packaging tailwind,Cyclical WFE spending; China revenue risk,large,US,False,medium,no,high,2026-04-16
MAERSK-B.CO,A.P. Moller-Maersk B,Industrials,Shipping / Logistics,tracked|large_cap_europe_quality,mean_reversion,cyclical,Logistics integration play; normalized shipping,Deep cyclical freight; overcapacity risk,large,Europe,True,medium,no,medium,2026-04-16
