ticker,company,sector,industry,source_bucket,thesis_tag,style_tag,short_reason,possible_disqualifier,mkt_cap_tier,geography,already_analyzed,priority,triage_rec,confidence,as_of_date
PLTR,Palantir Technologies Inc.,Technology,AI / Data Analytics / Defense,52wk_high,secular_growth,compounder,AIP platform driving commercial acceleration; government moat real,Extreme valuation; stock-based comp dilution historically high,large,US,False,high,yes,medium,2026-03-11
SPOT,Spotify Technology SA,Communication Services,Audio Streaming,52wk_high,secular_growth,compounder,Margin inflection underway; global audio monopoly at 52-week high,Content cost inflation from labels; Apple/Google platform risk,large,Europe,False,high,yes,medium,2026-03-11
GILD,Gilead Sciences Inc.,Healthcare,Biopharmaceuticals / Antivirals,fcf_roic,high_fcf_yield,value,HIV franchise generates exceptional FCF; oncology pipeline underappreciated,HIV franchise maturity; lenacapavir price pressure globally,large,US,False,high,yes,high,2026-03-11
MSFT,Microsoft Corp.,Technology,Enterprise Software / Cloud,seed|sector_leader,dominant_ecosystem,compounder,Azure + Copilot compounding; deepest enterprise AI monetization,Regulatory antitrust scrutiny; valuation already reflects optimism,mega,US,False,medium,maybe,high,2026-03-11
GOOG,Alphabet Inc.,Technology,Internet / Search / Cloud,seed|sector_leader,dominant_ecosystem,compounder,Search moat intact; GCP accelerating; YouTube ad recovery,AI search disintermediation risk; DOJ antitrust remedies pending,mega,US,False,medium,maybe,high,2026-03-11
META,Meta Platforms Inc.,Technology,Social Media / Digital Ads,seed|sector_leader,dominant_ecosystem,compounder,Ads efficiency gains from AI; Reels and WhatsApp monetization maturing,Reality Labs losses ongoing; regulatory pressure in Europe,mega,US,False,medium,maybe,high,2026-03-11
MA,Mastercard Inc.,Financials,Payment Networks,seed,monopoly_power,compounder,Duopoly payment rail; cross-border volume and value-added services growing,Regulatory interchange caps; real-time payment alternatives,mega,US,False,medium,maybe,high,2026-03-11
CSU.TO,Constellation Software Inc.,Technology,Vertical Market Software,seed,quality_compounder,compounder,Serial VMS acquirer; unmatched capital allocation discipline,Acquisition pipeline may thin at scale; Canadian listing friction,large,Other,False,medium,maybe,high,2026-03-11
DHR,Danaher Corp.,Industrials,Life Sciences Tools,seed,quality_compounder,compounder,DBS system drives compounding; bioprocessing recovery underway,Bioprocessing destocking not fully resolved; Veralto spinoff complexity,mega,US,False,medium,maybe,high,2026-03-11
MCO,Moody's Corp.,Financials,Credit Ratings / Analytics,seed,monopoly_power,compounder,Oligopoly ratings franchise; MA analytics growing recurring mix,Bond issuance cyclicality; regulatory intervention risk,large,US,False,medium,maybe,high,2026-03-11
SPGI,S&P Global Inc.,Financials,Credit Ratings / Data,seed,monopoly_power,compounder,Indices + ratings duopoly; Market Intelligence growing fast,Bond market cyclicality; IHS Markit integration costs normalized,mega,US,False,medium,maybe,high,2026-03-11
FICO,Fair Isaac Corp.,Technology,Analytics / Credit Scoring,seed,monopoly_power,compounder,FICO score is the credit standard; pricing power unmatched,CFPB regulatory pressure; VantageScore alternative gaining lenders,large,US,False,medium,maybe,high,2026-03-11
ROP,Roper Technologies Inc.,Industrials,Diversified Industrial Software,seed,quality_compounder,compounder,Asset-light software compounder; disciplined niche acquisitions,Acquisition pace depends on deal flow; premium multiple persistent,large,US,False,medium,maybe,high,2026-03-11
IDXX,IDEXX Laboratories Inc.,Healthcare,Veterinary Diagnostics,seed|healthcare_quality,dominant_ecosystem,compounder,Installed base of analyzers creates captive reagent annuity revenue,Pet spending softness; premium valuation historically,large,US,False,medium,maybe,high,2026-03-11
TDG,TransDigm Group Inc.,Industrials,Aerospace Components,seed|industrial_compounders,monopoly_power,compounder,Sole-source aftermarket aerospace parts; pricing power exceptional,High leverage by design; DoD scrutiny of sole-source pricing,large,US,False,medium,maybe,high,2026-03-11
ODFL,Old Dominion Freight Line Inc.,Industrials,LTL Trucking,seed|industrial_compounders,quality_compounder,compounder,Best-in-class LTL service ratio; takes share in every cycle,LTL freight market soft; macro-sensitive volumes,large,US,False,medium,maybe,high,2026-03-11
SHW,Sherwin-Williams Co.,Consumer,Specialty Coatings,seed|consumer_quality,quality_compounder,compounder,Paint distribution moat; pro contractor loyalty irreplaceable,Housing market sensitivity; raw material cost pressure,mega,US,False,medium,maybe,high,2026-03-11
FAST,Fastenal Co.,Industrials,Industrial Distribution,seed,quality_compounder,compounder,On-site vending and Onsite program deepens customer switching costs,Industrial cycle sensitivity; slow Onsite expansion pace,large,US,False,medium,maybe,high,2026-03-11
POOL,Pool Corp.,Consumer,Pool Supplies Distribution,seed|consumer_quality,quality_compounder,compounder,Near-monopoly pool distribution; installed base drives recurring MRO,Pool construction down; repair-only demand softer than expected,large,US,False,medium,maybe,high,2026-03-11
MTD,Mettler-Toledo International Inc.,Industrials,Precision Instruments,seed|healthcare_quality,quality_compounder,compounder,Global balance/analytics leader; lab and pharma repeat consumables,China revenue significant; lab spending weak post-COVID boom,large,US,False,medium,maybe,high,2026-03-11
WST,West Pharmaceutical Services Inc.,Healthcare,Drug Delivery Components,seed|healthcare_quality,quality_compounder,compounder,Essential drug closure components; HVP mix drives margin expansion,BioPharma capex cycle downturn; normalization from COVID volumes,large,US,False,medium,maybe,high,2026-03-11
COST,Costco Wholesale Corp.,Consumer,Warehouse Clubs,large_cap_us_quality|consumer_quality,quality_compounder,compounder,Membership model creates captive repeat spend; renewal rate near 93%,Premium valuation; limited international upside near-term,mega,US,False,medium,maybe,high,2026-03-11
ADP,Automatic Data Processing Inc.,Technology,HR / Payroll Software,large_cap_us_quality,quality_compounder,compounder,Payroll processing float and switching costs; reliable margin expansion,Rate sensitivity on float income; HCM competition from Workday,mega,US,False,medium,maybe,high,2026-03-11
CTAS,Cintas Corp.,Industrials,Uniform Services,large_cap_us_quality,quality_compounder,compounder,Route density moat in uniform services; expanding into safety products,Premium valuation; labor cost inflation sensitivity,mega,US,False,medium,maybe,high,2026-03-11
CPRT,Copart Inc.,Industrials,Vehicle Remarketing,large_cap_us_quality,dominant_ecosystem,compounder,Two-sided vehicle auction platform; land moat irreproducible,Total loss rate normalization; international expansion slower,large,US,False,medium,maybe,high,2026-03-11
ROL,Rollins Inc.,Industrials,Pest Control Services,large_cap_us_quality,quality_compounder,compounder,Route density in pest control; non-discretionary demand with pricing power,Premium valuation for a slow-growth business,large,US,False,medium,maybe,high,2026-03-11
BR,Broadridge Financial Solutions Inc.,Technology,Investor Communications / FinTech,large_cap_us_quality,quality_compounder,compounder,Mission-critical proxy and investor comms; near-captive recurring revenue,Slow organic growth; competitive pressure in wealth management tech,large,US,False,medium,maybe,high,2026-03-11
PAYX,Paychex Inc.,Technology,HR / Payroll Software,large_cap_us_quality,quality_compounder,compounder,SMB payroll leader; float income and PEO growing recurring base,Rate cuts reduce float income; ADP competition in SMB,large,US,False,medium,maybe,high,2026-03-11
SSNC,SS&C Technologies Holdings Inc.,Technology,Financial Software,large_cap_us_quality,quality_compounder,compounder,Mission-critical fund admin and software for asset managers,High debt load from acquisitions; PE ownership risk,large,US,False,medium,maybe,medium,2026-03-11
MKTX,MarketAxess Holdings Inc.,Financials,Electronic Bond Trading,large_cap_us_quality|financial_quality,dominant_ecosystem,compounder,Electronic bond trading platform; liquidity network effects durable,Competition from Bloomberg; equity-like bond market slowdown,large,US,False,medium,maybe,medium,2026-03-11
NFLX,Netflix Inc.,Communication Services,Streaming Media,large_cap_us_quality,dominant_ecosystem,compounder,Ad-supported tier and live sports driving new monetization layer,Content cost inflation; streaming competition intensifies again,mega,US,False,medium,maybe,high,2026-03-11
VRSK,Verisk Analytics Inc.,Industrials,Data Analytics,large_cap_us_quality,monopoly_power,compounder,Insurance data monopoly; P&C rate hardening drives growth,Post-Energy/Financial Services divestitures now pure-play; re-rating risk,large,US,False,medium,maybe,high,2026-03-11
CSGP,CoStar Group Inc.,Technology,Commercial Real Estate Data,large_cap_us_quality,dominant_ecosystem,compounder,CRE data monopoly; Homes.com investment phase creating optionality,Residential bet expensive; profitability diluted near-term,large,US,False,medium,maybe,medium,2026-03-11
FDS,FactSet Research Systems Inc.,Financials,Financial Data / Analytics,large_cap_us_quality|financial_quality,quality_compounder,compounder,Buy-side financial data; loyal client base with high switching costs,Bloomberg dominance; AI may unbundle research workflows,large,US,False,medium,maybe,high,2026-03-11
ICE,Intercontinental Exchange Inc.,Financials,Exchange / Data Services,large_cap_us_quality|financial_quality,dominant_ecosystem,compounder,Energy futures and mortgage data (ICE Mortgage Technology) compounding,Black Knight integration; mortgage volume cyclicality,mega,US,False,medium,maybe,high,2026-03-11
CME,CME Group Inc.,Financials,Derivatives Exchange,large_cap_us_quality|financial_quality,monopoly_power,compounder,Global derivatives clearing monopoly; rate volatility boosts volumes,Volumes normalize as rates stabilize; FTX-era crypto competition faded,mega,US,False,medium,maybe,high,2026-03-11
CBOE,Cboe Global Markets Inc.,Financials,Options Exchange,large_cap_us_quality,monopoly_power,compounder,SPX options near-monopoly; 0DTE options driving structural volume uplift,Regulatory change to options market structure; vol normalization,large,US,False,medium,maybe,high,2026-03-11
NDAQ,Nasdaq Inc.,Financials,Exchange / Financial Technology,large_cap_us_quality|financial_quality,quality_compounder,compounder,Shifting to recurring tech/data revenues; Adenza acquisition adds risk,Adenza integration cost; legacy trading revenues declining,large,US,False,medium,maybe,medium,2026-03-11
MSCI,MSCI Inc.,Financials,Index / Analytics,large_cap_us_quality|financial_quality,monopoly_power,compounder,Passive AUM growth taxed via index licensing; pricing power sticky,Active-to-passive shift plateauing; fee pressure on index products,large,US,False,medium,maybe,high,2026-03-11
NKE,Nike Inc.,Consumer,Athletic Footwear & Apparel,large_cap_us_quality|consumer_quality,turnaround,recovery,DTC pullback under new CEO; Elliot Hill stabilizing brand trajectory,China exposure; Hoka/On Running taking share in key categories,large,US,False,medium,maybe,medium,2026-03-11
SBUX,Starbucks Corp.,Consumer,Quick Service Restaurants,large_cap_us_quality|consumer_quality,turnaround,recovery,Brian Niccol early-stage turnaround; brand value intact globally,China recovery slow; menu complexity reductions take time,large,US,False,medium,maybe,medium,2026-03-11
MCD,McDonald's Corp.,Consumer,Quick Service Restaurants,large_cap_us_quality|consumer_quality,quality_compounder,compounder,Franchise model insulates from cost inflation; value positioning resilient,E. coli incident reputational overhang; consumer trade-down already priced,mega,US,False,medium,maybe,high,2026-03-11
YUM,Yum! Brands Inc.,Consumer,Quick Service Restaurants,large_cap_us_quality|consumer_quality,quality_compounder,compounder,Asset-light franchise model; Taco Bell US unit economics best in QSR,High leverage; international exposed to EM macro,large,US,False,medium,maybe,high,2026-03-11
HSY,Hershey Co.,Consumer,Confectionery,large_cap_us_quality|consumer_quality,quality_compounder,compounder,Cocoa cost normalization could restore margins; iconic brand loyalty,Cocoa prices elevated; GLP-1 weight-loss headwind to snacking,large,US,False,medium,maybe,medium,2026-03-11
CHD,Church & Dwight Co.,Consumer,Household Products,large_cap_us_quality|consumer_quality,quality_compounder,compounder,OxiClean/Arm & Hammer portfolio; consistent 4-5% organic growth compounder,Premium valuation relative to peers; private label competition,large,US,False,medium,maybe,high,2026-03-11
EL,Estee Lauder Companies Inc.,Consumer,Prestige Beauty,large_cap_us_quality|consumer_quality,turnaround,recovery,China prestige beauty recovery; management reset underway post-collapse,China recovery trajectory uncertain; execution risk in restructuring,large,US,False,medium,maybe,low,2026-03-11
TPX,Tempur Sealy International Inc.,Consumer,Bedding / Mattresses,large_cap_us_quality|consumer_quality,quality_compounder,cyclical,Sealy acquisition closes distribution; Tempur brand premium durable,Housing-linked cyclical; Mattress Firm distribution integration risk,large,US,False,medium,maybe,medium,2026-03-11
MCK,McKesson Corp.,Healthcare,Pharmaceutical Distribution,large_cap_us_quality|healthcare_quality,quality_compounder,compounder,Drug distribution oligopoly; oncology services diversifying revenue,Drug pricing reform threat; opioid liability tail,mega,US,False,medium,maybe,high,2026-03-11
IQV,IQVIA Holdings Inc.,Healthcare,Clinical Research / Data,large_cap_us_quality|healthcare_quality,dominant_ecosystem,compounder,CRO + real-world data asset creates unique AI-enabled trial platform,Biotech funding cycle sensitivity; GLP-1 trial surge may plateau,large,US,False,medium,maybe,high,2026-03-11
ISRG,Intuitive Surgical Inc.,Healthcare,Robotic Surgery,large_cap_us_quality,dominant_ecosystem,compounder,da Vinci installed base creates instrument and service annuity,Competition from Medtronic Hugo and J&J Ottava,mega,US,False,medium,maybe,high,2026-03-11
EW,Edwards Lifesciences Corp.,Healthcare,Cardiac Devices,large_cap_us_quality|healthcare_quality,secular_growth,compounder,TAVR market leader; TMVR expansion large untapped opportunity,Medtronic and Abbott TAVR competition intensifying; TMVR slow uptake,large,US,False,medium,maybe,high,2026-03-11
MC.PA,LVMH Moet Hennessy Louis Vuitton SE,Consumer,Luxury Goods,large_cap_europe_quality,dominant_ecosystem,compounder,Portfolio breadth across luxury unmatched; aspirational demand resilient,China luxury spending soft; organic volume growth normalizing,mega,Europe,False,medium,maybe,high,2026-03-11
RMS.PA,Hermes International SCA,Consumer,Luxury Goods,large_cap_europe_quality,monopoly_power,compounder,Intentional scarcity of Birkin; pricing power with no ceiling,Extreme valuation; family control limits shareholder-friendly actions,mega,Europe,False,medium,maybe,high,2026-03-11
SAP.DE,SAP SE,Technology,Enterprise Software,large_cap_europe_quality,dominant_ecosystem,compounder,ERP cloud migration to S/4HANA driving multi-year revenue step-up,Cloud transition margin drag; hyperscaler CRM/ERP competition,mega,Europe,False,medium,maybe,high,2026-03-11
WKL.AS,Wolters Kluwer NV,Technology,Professional Information Services,large_cap_europe_quality,quality_compounder,compounder,Mission-critical compliance software; digital revenues now 60%+,AI disruption to legal/tax research; slow revenue growth historically,large,Europe,False,medium,maybe,high,2026-03-11
OR.PA,L'Oreal SA,Consumer,Beauty / Personal Care,large_cap_europe_quality,quality_compounder,compounder,Broadest beauty portfolio; dermatology and active cosmetics growing,China prestige beauty softness; premium valuation,mega,Europe,False,medium,maybe,high,2026-03-11
CFR.SW,Compagnie Financiere Richemont SA,Consumer,Luxury Goods,large_cap_europe_quality,quality_compounder,compounder,Cartier and IWC jewellery moat; YNAP digital overhang clearing,China jewellery demand soft; YNAP disposal still pending,mega,Europe,False,medium,maybe,medium,2026-03-11
ADYEN.AS,Adyen NV,Technology,Payment Processing,large_cap_europe_quality,secular_growth,compounder,Unified commerce platform wins enterprise merchants vs legacy PSPs,Margin guidance disappointed in 2023; US expansion slower than expected,large,Europe,False,medium,maybe,medium,2026-03-11
DSY.PA,Dassault Systemes SE,Technology,Industrial Software / PLM,large_cap_europe_quality,dominant_ecosystem,compounder,3DEXPERIENCE platform mission-critical in aerospace and life sciences,Life Sciences vertical slowdown; SAP competition in PLM,large,Europe,False,medium,maybe,high,2026-03-11
EL.PA,EssilorLuxottica SA,Healthcare,Optical Products,large_cap_europe_quality,dominant_ecosystem,compounder,Lens+frame vertical integration; META smart glasses partnership growing,Integration complexity; luxury frame competition from independents,mega,Europe,False,medium,maybe,high,2026-03-11
KER.PA,Kering SA,Consumer,Luxury Goods,large_cap_europe_quality,turnaround,recovery,Gucci reset under new creative direction; depressed valuation vs peers,Gucci brand recovery trajectory uncertain; China dependence high,large,Europe,False,medium,maybe,medium,2026-03-11
STMN.SW,Straumann Holding AG,Healthcare,Dental Implants,large_cap_europe_quality,secular_growth,compounder,Premium implant brand with clear aligner optionality; global expansion,Clear aligner competition from Align; China pricing pressure,large,Europe,False,medium,maybe,high,2026-03-11
LONN.SW,Lonza Group AG,Healthcare,CDMO / Biologics Manufacturing,large_cap_europe_quality,secular_growth,compounder,Top-tier CDMO for biologics; GLP-1 manufacturing demand surge,Roche Genentech site sale overhang; customer concentration risk,large,Europe,False,medium,maybe,high,2026-03-11
NOVO-B.CO,Novo Nordisk A/S,Healthcare,Pharmaceuticals / GLP-1,large_cap_europe_quality|healthcare_quality,secular_growth,compounder,GLP-1 category creator; Ozempic/Wegovy supply expansion underway,Eli Lilly competition; tirzepatide weight loss superiority data,mega,Europe,False,medium,maybe,high,2026-03-11
ASML.AS,ASML Holding NV,Technology,Semiconductor Equipment / EUV,large_cap_europe_quality,monopoly_power,compounder,Sole EUV litho supplier; no replacement in sight; backlog multi-year,China export restrictions; order timing lumpy,mega,Europe,False,medium,maybe,high,2026-03-11
RKT.L,Reckitt Benckiser Group plc,Consumer,Consumer Health / Hygiene,large_cap_europe_quality,mean_reversion,value,Dettol and Durex brands durable; depressed post-litigation; undervalued,NEC litigation tail; Mead Johnson divestiture still pending,large,Europe,False,medium,maybe,medium,2026-03-11
ICG.L,InterContinental Hotels Group plc,Consumer,Hotel Franchising,large_cap_europe_quality,quality_compounder,compounder,Asset-light hotel franchise; IHG One Rewards loyalty platform growing,Travel slowdown risk; Airbnb structural pressure on leisure hotels,large,Europe,False,medium,maybe,medium,2026-03-11
ABB.ST,ABB Ltd.,Industrials,Electrification / Industrial Automation,large_cap_europe_quality,secular_growth,compounder,Electrification and automation megatrends; simplified portfolio post-restructuring,Industrial cycle exposure; European capex weakness,mega,Europe,False,medium,maybe,medium,2026-03-11
SIE.DE,Siemens AG,Industrials,Industrial Automation / Electrification,large_cap_europe_quality,secular_growth,compounder,Factory automation and building efficiency; Xcelerator platform SaaS shift,Siemens Energy stake overhang; conglomerate discount persists,mega,Europe,False,medium,maybe,medium,2026-03-11
SAN.PA,Sanofi SA,Healthcare,Pharmaceuticals / Vaccines,large_cap_europe_quality,turnaround,recovery,Dupixent blockbuster growing; consumer health spinoff unlocks value,Post-Dupixent growth pipeline execution risk,mega,Europe,False,medium,maybe,medium,2026-03-11
ALC,Alcon Inc.,Healthcare,Eye Care / Surgical Devices,large_cap_europe_quality,secular_growth,compounder,Aging population drives cataract surgery and contact lens volumes,Post-Novartis standalone still building margins; J&J competition,large,Europe,False,medium,maybe,medium,2026-03-11
NESN.SW,Nestle SA,Consumer,Food & Beverage,large_cap_europe_quality,mean_reversion,value,Underperformance vs peers; brand portfolio rationalization underway,Organic growth stalled; margin pressure from input costs,mega,Europe,False,medium,maybe,medium,2026-03-11
ROG.SW,Roche Holding AG,Healthcare,Diagnostics / Pharmaceuticals,large_cap_europe_quality,quality_compounder,compounder,Diagnostics plus oncology biologics; Alzheimer's drug pipeline promising,Biosimilar erosion on Avastin/Rituxan; weight-loss drug late entry,mega,Europe,False,medium,maybe,high,2026-03-11
AZN.L,AstraZeneca plc,Healthcare,Pharmaceuticals / Oncology,large_cap_europe_quality|healthcare_quality,secular_growth,compounder,Oncology ADC and rare disease pipeline best-in-class execution,China accounting investigation overhang; blockbuster concentration,mega,Europe,False,medium,maybe,high,2026-03-11
GSK.L,GSK plc,Healthcare,Pharmaceuticals / Vaccines,large_cap_europe_quality,turnaround,recovery,"Shingrix and HIV franchise solid; Haleon separation complete, cleaner story",Zantac litigation tail; RSV vaccine competition from Pfizer,large,Europe,False,medium,maybe,medium,2026-03-11
LSEG.L,London Stock Exchange Group plc,Financials,Exchange / Financial Data,large_cap_europe_quality,dominant_ecosystem,compounder,Refinitiv data now driving recurring revenue mix transformation,Refinitiv integration slow; Bloomberg competition entrenched,mega,Europe,False,medium,maybe,medium,2026-03-11
ULVR.L,Unilever plc,Consumer,Consumer Goods / FMCG,large_cap_europe_quality,mean_reversion,value,Hein Schumacher restructuring improving portfolio quality and margins,Ice cream spinoff complexity; EM currency exposure,mega,Europe,False,medium,maybe,medium,2026-03-11
BA.L,BAE Systems plc,Industrials,Defense / Aerospace,large_cap_europe_quality,secular_growth,compounder,European defense spending surge; backlog visibility multi-year,Government budget dependency; valuation already pricing re-armament,large,Europe,False,medium,maybe,high,2026-03-11
RELX.L,RELX plc,Technology,Professional Information / Analytics,large_cap_europe_quality,dominant_ecosystem,compounder,LexisNexis analytics and Elsevier science; AI-enhanced workflows sticky,Open access research threat to Elsevier; valuation already full,mega,Europe,False,medium,maybe,high,2026-03-11
EXPN.L,Experian plc,Technology,Credit Data / Analytics,large_cap_europe_quality,dominant_ecosystem,compounder,B2B credit bureau plus direct-to-consumer growing; EM expansion,CFPB regulatory risk in US; data breach liability,large,Europe,False,medium,maybe,high,2026-03-11
NVDA,NVIDIA Corp.,Technology,GPUs / AI Accelerators,semis_and_infra|sector_leader,dominant_ecosystem,compounder,AI training and inference monopoly; CUDA ecosystem lock-in deep,Custom ASIC threat from hyperscalers; extreme valuation,mega,US,False,medium,maybe,high,2026-03-11
TSM,Taiwan Semiconductor Manufacturing Co. Ltd.,Technology,Contract Semiconductor Fabrication,semis_and_infra,monopoly_power,compounder,Leading-edge fab monopoly; AI chip demand multiyear tailwind,Taiwan geopolitical risk; CHIPS Act complexity,mega,Asia,False,medium,maybe,high,2026-03-11
LRCX,Lam Research Corp.,Technology,Semiconductor Equipment,semis_and_infra|sector_leader,secular_growth,compounder,Etch and deposition leader; 3D NAND recovery plus HBM demand rising,Memory equipment cycle; China export restriction risk,mega,US,False,medium,maybe,high,2026-03-11
KLAC,KLA Corp.,Technology,Semiconductor Process Control,semis_and_infra|sector_leader,dominant_ecosystem,compounder,Process control monopoly; defect detection critical at leading edge,China revenue at risk from export controls; semi cycle timing,mega,US,False,medium,maybe,high,2026-03-11
MRVL,Marvell Technology Inc.,Technology,Networking / AI Infrastructure Chips,semis_and_infra,secular_growth,compounder,Custom ASIC for hyperscalers; 800G networking chip design wins,Customer concentration in 2-3 hyperscalers; execution on ramp,large,US,False,medium,maybe,medium,2026-03-11
AVGO,Broadcom Inc.,Technology,Semiconductors / AI Infrastructure,semis_and_infra|sector_leader,dominant_ecosystem,compounder,VMware cross-sell + AI custom silicon; FCF conversion exceptional,VMware integration execution; high leverage post-acquisition,mega,US,False,medium,maybe,high,2026-03-11
ARM,Arm Holdings plc,Technology,Semiconductor IP / CPU Architecture,semis_and_infra,dominant_ecosystem,compounder,CPU IP in virtually every smartphone; AI edge and server expansion,Extreme valuation; RISC-V open-source long-term competitive threat,mega,US,False,medium,maybe,medium,2026-03-11
QCOM,Qualcomm Inc.,Technology,Mobile / Edge AI Chips,semis_and_infra,secular_growth,compounder,Snapdragon AI on-device chip leadership; PC and auto expanding,Apple modem risk if Apple in-house succeeds; mobile cycle,large,US,False,medium,maybe,medium,2026-03-11
ADI,Analog Devices Inc.,Technology,Analog / Mixed-Signal Semiconductors,semis_and_infra|sector_leader,quality_compounder,compounder,Best analog portfolio; industrial and healthcare exposure high-quality,Industrial cycle destocking; inventory normalization ongoing,large,US,False,medium,maybe,high,2026-03-11
TXN,Texas Instruments Inc.,Technology,Analog Semiconductors,semis_and_infra,quality_compounder,compounder,Analog semiconductor franchise; manufacturing moat and FCF discipline,Heavy capex cycle with new fabs; inventory overhang,mega,US,False,medium,maybe,high,2026-03-11
MPWR,Monolithic Power Systems Inc.,Technology,Power Management Semiconductors,semis_and_infra,secular_growth,compounder,AI server power management wins; best-in-class efficiency,Valuation stretched; niche could attract TI/ADI competition,large,US,False,medium,maybe,medium,2026-03-11
ON,ON Semiconductor Corp.,Technology,Power / Sensing Semiconductors,semis_and_infra,secular_growth,compounder,EV and industrial power content per vehicle expanding,EV market growth slowdown; pricing competition in SiC,large,US,False,medium,maybe,medium,2026-03-11
LLY,Eli Lilly and Co.,Healthcare,Pharmaceuticals / GLP-1,healthcare_quality,secular_growth,compounder,Tirzepatide weight loss + diabetes; Alzheimer's drug Kisunla pipeline deep,GLP-1 capacity constraints; extreme valuation,mega,US,False,medium,maybe,high,2026-03-11
ABBV,AbbVie Inc.,Healthcare,Biopharmaceuticals,healthcare_quality,quality_compounder,compounder,Skyrizi and Rinvoq offsetting Humira biosimilar erosion ahead of schedule,Skyrizi/Rinvoq patent timeline; M&A execution risk,mega,US,False,medium,maybe,high,2026-03-11
UNH,UnitedHealth Group Inc.,Healthcare,Managed Care,healthcare_quality,dominant_ecosystem,compounder,Optum vertical integration creates unmatched managed care moat,Medical cost ratio elevated; DOJ antitrust investigation ongoing,mega,US,False,medium,maybe,high,2026-03-11
STE,STERIS plc,Healthcare,Sterilization / Infection Prevention,healthcare_quality,quality_compounder,compounder,Hospital sterilization services recurring model; expansion into pharma,Cantel integration costs; healthcare capex softness,large,US,False,medium,maybe,high,2026-03-11
VEEV,Veeva Systems Inc.,Healthcare,Life Sciences Cloud Software,healthcare_quality,dominant_ecosystem,compounder,CRM + data vault standard for pharma; Vault CRM migration de-risks Salesforce,Salesforce partnership unwind complete; growth may slow post-transition,large,US,False,medium,maybe,high,2026-03-11
DOCS,Doximity Inc.,Healthcare,Physician Network / Digital Health,healthcare_quality,dominant_ecosystem,compounder,Physician network monopoly; pharma marketing pivot to digital ongoing,Pharma ad budget cyclicality; limited international moat,large,US,False,medium,maybe,medium,2026-03-11
ITW,Illinois Tool Works Inc.,Industrials,Diversified Industrials,industrial_compounders,quality_compounder,compounder,80/20 simplification model; best margins in industrial diversifieds,Industrial cycle sensitivity; limited organic growth upside,mega,US,False,medium,maybe,high,2026-03-11
EMR,Emerson Electric Co.,Industrials,Automation / Process Control,industrial_compounders,secular_growth,compounder,Process automation pure-play post-portfolio simplification; energy transition,Aspen Technology integration costs; industrial cycle timing,large,US,False,medium,maybe,medium,2026-03-11
PH,Parker Hannifin Corp.,Industrials,Motion & Control Technologies,industrial_compounders,quality_compounder,compounder,Aerospace aftermarket mix growing; Win Strategy discipline proven,Meggitt integration complete but high leverage remains,mega,US,False,medium,maybe,high,2026-03-11
